["Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5279.40 Mobile Safari/537.36",",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.5966.83 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5569.46 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.5644.79 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3777.47 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.3093.60 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.4014.42 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3600.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.4454.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.3523.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.5021.73 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.3322.97 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.4278.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4381.53 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.4859.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.3893.40 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.4742.71 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.5122.82 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5093.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3431.61 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.5607.40 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3020.70 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4912.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3179.99 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.5340.37 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.3427.49 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.3408.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.5984.60 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.3487.55 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22127PC95I Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.4619.31 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.5552.49 Mobile Safari/537.36",                                                    
"Mozilla/5.0 (Linux; Android 14; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.3391.67 Mobile Safari/537.36",                                                      
"Mozilla/5.0 (Linux; Android 14; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.4249.24 Mobile Safari/537.36",                                                     
"Mozilla/5.0 (Linux; Android 9; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.4197.36 Mobile Safari/537.36",                                                     
"Mozilla/5.0 (Linux; Android 9; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.5682.44 Mobile Safari/537.36",                                                      
"Mozilla/5.0 (Linux; Android 13; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.5520.98 Mobile Safari/537.36",                                                      
"Mozilla/5.0 (Linux; Android 10; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.4680.37 Mobile Safari/537.36",                                                      
"Mozilla/5.0 (Linux; Android 12; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.4930.55 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.5734.71 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.5751.78 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.5049.63 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3741.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3030.61 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4218.79 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.3759.29 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4925.80 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3227.61 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.3597.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.3605.96 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.4359.29 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.3648.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.4451.40 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.3578.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.4902.64 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.5124.23 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.4925.84 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.4527.68 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.3857.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.4642.89 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4367.47 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.5446.82 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3191.92 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.5584.29 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.5260.85 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4532.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.4187.71 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.4643.21 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.3181.90 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.5172.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.4772.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3773.24 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.5371.30 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.4606.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.3023.34 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.3630.59 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.5476.99 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3844.86 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.3806.33 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.3391.45 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.3288.30 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.4479.62 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.4361.97 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.4068.40 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3069.98 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.3579.49 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.4785.52 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.3153.98 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.3781.61 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5512.75 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.3508.92 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.5587.29 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.4204.99 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.5615.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3206.50 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.4082.54 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4208.52 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.5436.45 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/41.0.3306.44 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.4243.54 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.4967.31 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.4383.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.5271.92 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.3652.53 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.3607.78 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.4390.59 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.3793.97 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.3324.69 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3611.91 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4690.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3603.64 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.3036.99 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.5993.60 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5225.91 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.4152.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.4678.32 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.5310.53 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.5355.53 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.4533.31 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.3509.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3202.99 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/50.0.4833.22 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.5684.86 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3838.44 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; V2168 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5824.37 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.4418.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; V2166BA Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.4977.37 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.4370.61 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4800.27 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; V2227A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.5433.92 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; V2132 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.4233.33 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.4302.30 Mobile Safari/537.36",                                                   
"Mozilla/5.0 (Linux; Android 9; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.3773.42 Mobile Safari/537.36",                                                      
"Mozilla/5.0 (Linux; Android 13; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.5032.82 Mobile Safari/537.36",                                                   
"Mozilla/5.0 (Linux; Android 12; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3686.33 Mobile Safari/537.36",                                                   
"Mozilla/5.0 (Linux; Android 11; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.5924.54 Mobile Safari/537.36",                                                     
"Mozilla/5.0 (Linux; Android 10; SM-J320F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4276.88 Mobile Safari/537.36",                                                   
"Mozilla/5.0 (Linux; Android 14; SM-J320G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.3577.40 Mobile Safari/537.36",                                                   
"Mozilla/5.0 (Linux; Android 11; J320FN Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.4309.63 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; SM-J3109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.5946.97 Mobile Safari/537.36",
